Plot,Treatment,Subplot,Date,Year,Month,Exposure,Focus,Openness
CTE,A1,1,8/13/2021,2021,8,EV-2,AF,0.048132455
CTE,A1,1,8/13/2021,2021,8,EV-4,AF,0.026736145
CTE,A1,1,8/13/2021,2021,8,EV0,AF,0.105305213
CTE,A1,13,8/13/2021,2021,8,EV-2,M,0.266508464
CTE,A1,13,8/13/2021,2021,8,EV-4,M,0.126586891
CTE,A1,13,8/13/2021,2021,8,EV0,M,0.464958216
CTE,A1,16,8/13/2021,2021,8,EV-2,M,0.093737606
CTE,A1,16,8/13/2021,2021,8,EV-4,M,0.054020912
CTE,A1,16,8/13/2021,2021,8,EV0,M,0.169440196
CTE,A1,4,8/13/2021,2021,8,EV-2,M,0.1022383
CTE,A1,4,8/13/2021,2021,8,EV-4,M,0.052369059
CTE,A1,4,8/13/2021,2021,8,EV0,M,0.278423588
CTE,A1,m,8/13/2021,2021,8,EV-2,AF,0.200838951
CTE,A1,m,8/13/2021,2021,8,EV-4,AF,0.147015673
CTE,A1,m,8/13/2021,2021,8,EV0,AF,0.313629048
CTE,A1,s1,8/13/2021,2021,8,EV-2,AF,0.080056587
CTE,A1,s1,8/13/2021,2021,8,EV-4,AF,0.044100874
CTE,A1,s1,8/13/2021,2021,8,EV0,AF,0.255227706
CTE,A1,s2,8/13/2021,2021,8,EV-2,M,0.141134862
CTE,A1,s2,8/13/2021,2021,8,EV-4,M,0.080001334
CTE,A1,s2,8/13/2021,2021,8,EV0,M,0.297963436
CTE,A1,s3,8/13/2021,2021,8,EV-2,AF,0.100395277
CTE,A1,s3,8/13/2021,2021,8,EV-4,AF,0.059810128
CTE,A1,s3,8/13/2021,2021,8,EV0,AF,0.167292205
CTE,A1,s4,8/13/2021,2021,8,EV-2,AF,0.135769651
CTE,A1,s4,8/13/2021,2021,8,EV-4,AF,0.059898267
CTE,A1,s4,8/13/2021,2021,8,EV0,AF,0.294194893
CTE,A1,s5,8/13/2021,2021,8,EV-2,AF,0.128136811
CTE,A1,s5,8/13/2021,2021,8,EV-4,AF,0.097960974
CTE,A1,s5,8/13/2021,2021,8,EV0,AF,0.19719524
CTE,A2,1,8/13/2021,2021,8,EV-2,AF,0.081850869
CTE,A2,1,8/13/2021,2021,8,EV-4,AF,0.041019766
CTE,A2,1,8/13/2021,2021,8,EV0,AF,0.165855182
CTE,A2,13,8/13/2021,2021,8,EV-2,AF,0.087850233
CTE,A2,13,8/13/2021,2021,8,EV-4,AF,0.051836749
CTE,A2,13,8/13/2021,2021,8,EV0,AF,0.13943762
CTE,A2,16,8/13/2021,2021,8,EV-2,AF,0.074159804
CTE,A2,16,8/13/2021,2021,8,EV-4,AF,0.028149943
CTE,A2,16,8/13/2021,2021,8,EV0,AF,0.324279427
CTE,A2,4,8/13/2021,2021,8,EV-2,AF,0.058609985
CTE,A2,4,8/13/2021,2021,8,EV-4,AF,0.030484567
CTE,A2,4,8/13/2021,2021,8,EV0,AF,0.131388501
CTE,A2,m,8/13/2021,2021,8,EV-2,M,0.053690089
CTE,A2,m,8/13/2021,2021,8,EV-4,M,0.019529547
CTE,A2,m,8/13/2021,2021,8,EV0,M,0.212476521
CTE,A2,s1,8/13/2021,2021,8,EV-2,AF,0.067076595
CTE,A2,s1,8/13/2021,2021,8,EV-4,AF,0.035039936
CTE,A2,s1,8/13/2021,2021,8,EV0,AF,0.139360455
CTE,A2,s2,8/13/2021,2021,8,EV-2,AF,0.123492155
CTE,A2,s2,8/13/2021,2021,8,EV-4,AF,0.075756136
CTE,A2,s2,8/13/2021,2021,8,EV0,AF,0.25944135
CTE,A2,s3,8/13/2021,2021,8,EV-2,AF,0.084103512
CTE,A2,s3,8/13/2021,2021,8,EV-4,AF,0.044752251
CTE,A2,s3,8/13/2021,2021,8,EV0,AF,0.182917897
CTE,A2,s4,8/13/2021,2021,8,EV-2,AF,0.072223199
CTE,A2,s4,8/13/2021,2021,8,EV-4,AF,0.03632194
CTE,A2,s4,8/13/2021,2021,8,EV0,AF,0.238410571
CTE,A2,s5,8/13/2021,2021,8,EV-2,AF,0.062046688
CTE,A2,s5,8/13/2021,2021,8,EV-4,AF,0.031458161
CTE,A2,s5,8/13/2021,2021,8,EV0,AF,0.10686926
CTE,A3,1,8/17/2021,2021,8,EV-2,AF,0.069070941
CTE,A3,1,8/17/2021,2021,8,EV-4,AF,0.03225376
CTE,A3,1,8/17/2021,2021,8,EV0,AF,0.205208547
CTE,A3,13,8/17/2021,2021,8,EV-2,AF,0.052959097
CTE,A3,13,8/17/2021,2021,8,EV-4,AF,0.028483767
CTE,A3,13,8/17/2021,2021,8,EV0,AF,0.177231498
CTE,A3,16,8/17/2021,2021,8,EV-2,AF,0.073976409
CTE,A3,16,8/17/2021,2021,8,EV-4,AF,0.030960287
CTE,A3,16,8/17/2021,2021,8,EV0,AF,0.210283716
CTE,A3,4,8/17/2021,2021,8,EV-2,AF,0.074923281
CTE,A3,4,8/17/2021,2021,8,EV-4,AF,0.049234484
CTE,A3,4,8/17/2021,2021,8,EV0,AF,0.198638707
CTE,A3,m,8/17/2021,2021,8,EV-2,AF,0.101156224
CTE,A3,m,8/17/2021,2021,8,EV-4,AF,0.057086651
CTE,A3,m,8/17/2021,2021,8,EV0,AF,0.206281517
CTE,A3,s1,8/17/2021,2021,8,EV-2,AF,0.157815432
CTE,A3,s1,8/17/2021,2021,8,EV-4,AF,0.111657756
CTE,A3,s1,8/17/2021,2021,8,EV0,AF,0.231878207
CTE,A3,s2,8/17/2021,2021,8,EV-2,AF,0.05086124
CTE,A3,s2,8/17/2021,2021,8,EV-4,AF,0.029078907
CTE,A3,s2,8/17/2021,2021,8,EV0,AF,0.111663061
CTE,A3,s3,8/17/2021,2021,8,EV-2,AF,0.066153804
CTE,A3,s3,8/17/2021,2021,8,EV-4,AF,0.044796905
CTE,A3,s3,8/17/2021,2021,8,EV0,AF,0.111593086
CTE,A3,s4,8/17/2021,2021,8,EV-2,AF,0.08156845
CTE,A3,s4,8/17/2021,2021,8,EV-4,AF,0.044545319
CTE,A3,s4,8/17/2021,2021,8,EV0,AF,0.15322749
CTE,A3,s5,8/17/2021,2021,8,EV-2,AF,0.059532716
CTE,A3,s5,8/17/2021,2021,8,EV-4,AF,0.03337546
CTE,A3,s5,8/17/2021,2021,8,EV0,AF,0.175619869
CTE,A4,1,8/17/2021,2021,8,EV-2,AF,0.137934431
CTE,A4,1,8/17/2021,2021,8,EV-4,AF,0.088359142
CTE,A4,1,8/17/2021,2021,8,EV0,AF,0.243105344
CTE,A4,13,8/17/2021,2021,8,EV-2,AF,0.101238639
CTE,A4,13,8/17/2021,2021,8,EV-4,AF,0.050238541
CTE,A4,13,8/17/2021,2021,8,EV0,AF,0.275113272
CTE,A4,16,8/17/2021,2021,8,EV-2,AF,0.093180319
CTE,A4,16,8/17/2021,2021,8,EV-4,AF,0.047200395
CTE,A4,16,8/17/2021,2021,8,EV0,AF,0.252567338
CTE,A4,4,8/17/2021,2021,8,EV-2,AF,0.069083215
CTE,A4,4,8/17/2021,2021,8,EV-4,AF,0.036960093
CTE,A4,4,8/17/2021,2021,8,EV0,AF,0.164024252
CTE,A4,m,8/17/2021,2021,8,EV-2,AF,0.075890777
CTE,A4,m,8/17/2021,2021,8,EV-4,AF,0.044598467
CTE,A4,m,8/17/2021,2021,8,EV0,AF,0.145841108
CTE,A4,s1,8/17/2021,2021,8,EV-2,AF,0.084504106
CTE,A4,s1,8/17/2021,2021,8,EV-4,AF,0.053171126
CTE,A4,s1,8/17/2021,2021,8,EV0,AF,0.181876343
CTE,A4,s2,8/17/2021,2021,8,EV-2,AF,0.082964815
CTE,A4,s2,8/17/2021,2021,8,EV-4,AF,0.055702193
CTE,A4,s2,8/17/2021,2021,8,EV0,AF,0.145808886
CTE,A4,s3,8/17/2021,2021,8,EV-2,M,0.081177307
CTE,A4,s3,8/17/2021,2021,8,EV-4,M,0.038992035
CTE,A4,s3,8/17/2021,2021,8,EV0,M,0.189782973
CTE,A4,s4,8/17/2021,2021,8,EV-2,AF,0.102797114
CTE,A4,s4,8/17/2021,2021,8,EV-4,AF,0.061199755
CTE,A4,s4,8/17/2021,2021,8,EV0,AF,0.207534597
CTE,A4,s5,8/17/2021,2021,8,EV-2,AF,0.072173505
CTE,A4,s5,8/17/2021,2021,8,EV-4,AF,0.023733989
CTE,A4,s5,8/17/2021,2021,8,EV0,AF,0.261675525
CTE,B1,1,8/3/2021,2021,8,EV-2,AF,0.072682396
CTE,B1,1,8/3/2021,2021,8,EV-4,AF,0.030810776
CTE,B1,1,8/3/2021,2021,8,EV0,AF,0.177067754
CTE,B1,13,8/3/2021,2021,8,EV-2,AF,0.072346257
CTE,B1,13,8/3/2021,2021,8,EV-4,AF,0.044143562
CTE,B1,13,8/3/2021,2021,8,EV0,AF,0.169017685
CTE,B1,16,8/3/2021,2021,8,EV-2,AF,0.094124069
CTE,B1,16,8/3/2021,2021,8,EV-4,AF,0.048828724
CTE,B1,16,8/3/2021,2021,8,EV0,AF,0.18293941
CTE,B1,4,8/3/2021,2021,8,EV-2,M,0.0888746
CTE,B1,4,8/3/2021,2021,8,EV-4,M,0.048959792
CTE,B1,4,8/3/2021,2021,8,EV0,M,0.213799823
CTE,B1,m,8/3/2021,2021,8,EV-2,AF,0.097740784
CTE,B1,m,8/3/2021,2021,8,EV-4,AF,0.058977258
CTE,B1,m,8/3/2021,2021,8,EV0,AF,0.207590378
CTE,B1,s1,8/3/2021,2021,8,EV-2,AF,0.075124276
CTE,B1,s1,8/3/2021,2021,8,EV-4,AF,0.034858409
CTE,B1,s1,8/3/2021,2021,8,EV0,AF,0.250062828
CTE,B1,s2,8/3/2021,2021,8,EV-2,AF,0.072896729
CTE,B1,s2,8/3/2021,2021,8,EV-4,AF,0.036656573
CTE,B1,s2,8/3/2021,2021,8,EV0,AF,0.202664928
CTE,B1,s3,8/3/2021,2021,8,EV-2,AF,0.068323734
CTE,B1,s3,8/3/2021,2021,8,EV-4,AF,0.035936545
CTE,B1,s3,8/3/2021,2021,8,EV0,AF,0.183992164
CTE,B1,s4,8/3/2021,2021,8,EV-2,AF,0.084771918
CTE,B1,s4,8/3/2021,2021,8,EV-4,AF,0.051375417
CTE,B1,s4,8/3/2021,2021,8,EV0,AF,0.17007284
CTE,B1,s5,8/3/2021,2021,8,EV-2,AF,0.07010129
CTE,B1,s5,8/3/2021,2021,8,EV-4,AF,0.036305252
CTE,B1,s5,8/3/2021,2021,8,EV0,AF,0.189252633
CTE,B2,1,8/5/2021,2021,8,EV-2,AF,0.100486772
CTE,B2,1,8/5/2021,2021,8,EV-4,AF,0.054450751
CTE,B2,1,8/5/2021,2021,8,EV0,AF,0.190241675
CTE,B2,13,8/5/2021,2021,8,EV-2,M,0.119722098
CTE,B2,13,8/5/2021,2021,8,EV-4,M,0.076207562
CTE,B2,13,8/5/2021,2021,8,EV0,M,0.335729564
CTE,B2,16,8/5/2021,2021,8,EV-2,M,0.091529707
CTE,B2,16,8/5/2021,2021,8,EV-4,M,0.045624621
CTE,B2,16,8/5/2021,2021,8,EV0,M,0.278214836
CTE,B2,4,8/5/2021,2021,8,EV-2,AF,0.090483247
CTE,B2,4,8/5/2021,2021,8,EV-4,AF,0.050300387
CTE,B2,4,8/5/2021,2021,8,EV0,AF,0.214292024
CTE,B2,m,8/5/2021,2021,8,EV-2,AF,0.105359029
CTE,B2,m,8/5/2021,2021,8,EV-4,AF,0.05328382
CTE,B2,m,8/5/2021,2021,8,EV0,AF,0.236297418
CTE,B2,s1,8/5/2021,2021,8,EV-2,AF,0.193391114
CTE,B2,s1,8/5/2021,2021,8,EV-4,AF,0.121469457
CTE,B2,s1,8/5/2021,2021,8,EV0,AF,0.404785811
CTE,B2,s2,8/5/2021,2021,8,EV-2,AF,0.217743838
CTE,B2,s2,8/5/2021,2021,8,EV-4,AF,0.099496183
CTE,B2,s2,8/5/2021,2021,8,EV0,AF,0.383767991
CTE,B2,s3,8/5/2021,2021,8,EV-2,M,0.112971573
CTE,B2,s3,8/5/2021,2021,8,EV-4,M,0.057105426
CTE,B2,s3,8/5/2021,2021,8,EV0,M,0.339536223
CTE,B2,s4,8/5/2021,2021,8,EV-2,AF,0.127737939
CTE,B2,s4,8/5/2021,2021,8,EV-4,AF,0.062250066
CTE,B2,s4,8/5/2021,2021,8,EV0,AF,0.336884774
CTE,B2,s5,8/5/2021,2021,8,EV-2,M,0.137150175
CTE,B2,s5,8/5/2021,2021,8,EV-4,M,0.062594357
CTE,B2,s5,8/5/2021,2021,8,EV0,M,0.411265843
CTE,B3,1,8/5/2021,2021,8,EV-2,AF,0.098515023
CTE,B3,1,8/5/2021,2021,8,EV-4,AF,0.059894203
CTE,B3,1,8/5/2021,2021,8,EV0,AF,0.332460893
CTE,B3,13,8/6/2021,2021,8,EV-2,AF,0.152633839
CTE,B3,13,8/6/2021,2021,8,EV-4,AF,0.08458302
CTE,B3,13,8/6/2021,2021,8,EV0,AF,0.239955506
CTE,B3,16,8/6/2021,2021,8,EV-2,M,0.173949185
CTE,B3,16,8/6/2021,2021,8,EV-4,M,0.103298862
CTE,B3,16,8/6/2021,2021,8,EV0,M,0.372263577
CTE,B3,4,8/6/2021,2021,8,EV-2,M,0.11604279
CTE,B3,4,8/6/2021,2021,8,EV-4,M,0.067905446
CTE,B3,4,8/6/2021,2021,8,EV0,M,0.272244654
CTE,B3,m,8/6/2021,2021,8,EV-2,AF,0.10831563
CTE,B3,m,8/6/2021,2021,8,EV-4,AF,0.066086887
CTE,B3,m,8/6/2021,2021,8,EV0,AF,0.170748366
CTE,B3,s1,8/5/2021,2021,8,EV-2,AF,0.095803278
CTE,B3,s1,8/5/2021,2021,8,EV-4,AF,0.030485261
CTE,B3,s1,8/5/2021,2021,8,EV0,AF,0.257625688
CTE,B3,s2,8/6/2021,2021,8,EV-2,M,0.068459407
CTE,B3,s2,8/6/2021,2021,8,EV-4,M,0.028587136
CTE,B3,s2,8/6/2021,2021,8,EV0,M,0.225382601
CTE,B3,s3,8/6/2021,2021,8,EV-2,AF,0.06557912
CTE,B3,s3,8/6/2021,2021,8,EV-4,AF,0.036314684
CTE,B3,s3,8/6/2021,2021,8,EV0,AF,0.169504353
CTE,B3,s4,8/6/2021,2021,8,EV-2,AF,0.057940614
CTE,B3,s4,8/6/2021,2021,8,EV-4,AF,0.035487851
CTE,B3,s4,8/6/2021,2021,8,EV0,AF,0.121735396
CTE,B3,s5,8/6/2021,2021,8,EV-2,AF,0.137943558
CTE,B3,s5,8/6/2021,2021,8,EV-4,AF,0.075335499
CTE,B3,s5,8/6/2021,2021,8,EV0,AF,0.243669317
CTE,B4,1,8/6/2021,2021,8,EV-2,AF,0.085865494
CTE,B4,1,8/6/2021,2021,8,EV-4,AF,0.045425731
CTE,B4,1,8/6/2021,2021,8,EV0,AF,0.194095162
CTE,B4,13,8/6/2021,2021,8,EV-2,M,0.147492774
CTE,B4,13,8/6/2021,2021,8,EV-4,M,0.072749668
CTE,B4,13,8/6/2021,2021,8,EV0,M,0.344916432
CTE,B4,16,8/6/2021,2021,8,EV-2,AF,0.072713933
CTE,B4,16,8/6/2021,2021,8,EV-4,AF,0.042890265
CTE,B4,16,8/6/2021,2021,8,EV0,AF,0.14211577
CTE,B4,4,8/6/2021,2021,8,EV-2,AF,0.065359394
CTE,B4,4,8/6/2021,2021,8,EV-4,AF,0.038023758
CTE,B4,4,8/6/2021,2021,8,EV0,AF,0.147881867
CTE,B4,m,8/6/2021,2021,8,EV-2,M,0.108086359
CTE,B4,m,8/6/2021,2021,8,EV-4,M,0.051044719
CTE,B4,m,8/6/2021,2021,8,EV0,M,0.251896929
CTE,B4,s1,8/6/2021,2021,8,EV-2,AF,0.05263145
CTE,B4,s1,8/6/2021,2021,8,EV-4,AF,0.023045296
CTE,B4,s1,8/6/2021,2021,8,EV0,AF,0.131914012
CTE,B4,s2,8/6/2021,2021,8,EV-2,AF,0.119372469
CTE,B4,s2,8/6/2021,2021,8,EV-4,AF,0.057465422
CTE,B4,s2,8/6/2021,2021,8,EV0,AF,0.243957119
CTE,B4,s3,8/6/2021,2021,8,EV-2,M,0.132398828
CTE,B4,s3,8/6/2021,2021,8,EV-4,M,0.069616674
CTE,B4,s3,8/6/2021,2021,8,EV0,M,0.279536778
CTE,B4,s4,8/6/2021,2021,8,EV-2,AF,0.070499513
CTE,B4,s4,8/6/2021,2021,8,EV-4,AF,0.036953098
CTE,B4,s4,8/6/2021,2021,8,EV0,AF,0.138071107
CTE,B4,s5,8/6/2021,2021,8,EV-2,AF,0.093466544
CTE,B4,s5,8/6/2021,2021,8,EV-4,AF,0.040613561
CTE,B4,s5,8/6/2021,2021,8,EV0,AF,0.223873999
CTE,C1,1,8/12/2021,2021,8,EV-2,M,0.106852334
CTE,C1,1,8/12/2021,2021,8,EV-4,M,0.04049164
CTE,C1,1,8/12/2021,2021,8,EV0,M,0.312754637
CTE,C1,13,8/12/2021,2021,8,EV-2,AF,0.096466689
CTE,C1,13,8/12/2021,2021,8,EV-4,AF,0.043798197
CTE,C1,13,8/12/2021,2021,8,EV0,AF,0.307306152
CTE,C1,16,8/12/2021,2021,8,EV-2,AF,0.087022477
CTE,C1,16,8/12/2021,2021,8,EV-4,AF,0.044605469
CTE,C1,16,8/12/2021,2021,8,EV0,AF,0.175715363
CTE,C1,4,8/12/2021,2021,8,EV-2,AF,0.06643086
CTE,C1,4,8/12/2021,2021,8,EV-4,AF,0.026914865
CTE,C1,4,8/12/2021,2021,8,EV0,AF,0.228592744
CTE,C1,m,8/12/2021,2021,8,EV-2,AF,0.069267968
CTE,C1,m,8/12/2021,2021,8,EV-4,AF,0.033497214
CTE,C1,m,8/12/2021,2021,8,EV0,AF,0.194439656
CTE,C1,s1,8/12/2021,2021,8,EV-2,AF,0.112421406
CTE,C1,s1,8/12/2021,2021,8,EV-4,AF,0.071396655
CTE,C1,s1,8/12/2021,2021,8,EV0,AF,0.245434169
CTE,C1,s2,8/12/2021,2021,8,EV-2,M,0.087214167
CTE,C1,s2,8/12/2021,2021,8,EV-4,M,0.050315675
CTE,C1,s2,8/12/2021,2021,8,EV0,M,0.184914949
CTE,C1,s3,8/12/2021,2021,8,EV-2,AF,0.044099692
CTE,C1,s3,8/12/2021,2021,8,EV-4,AF,0.022796355
CTE,C1,s3,8/12/2021,2021,8,EV0,AF,0.144744702
CTE,C1,s4,8/12/2021,2021,8,EV-2,AF,0.060864852
CTE,C1,s4,8/12/2021,2021,8,EV-4,AF,0.036911315
CTE,C1,s4,8/12/2021,2021,8,EV0,AF,0.105696685
CTE,C1,s5,8/12/2021,2021,8,EV-2,AF,0.060012393
CTE,C1,s5,8/12/2021,2021,8,EV-4,AF,0.035381725
CTE,C1,s5,8/12/2021,2021,8,EV0,AF,0.207623742
CTE,C2,1,8/12/2021,2021,8,EV-2,AF,0.073366296
CTE,C2,1,8/12/2021,2021,8,EV-4,AF,0.027694479
CTE,C2,1,8/12/2021,2021,8,EV0,AF,0.219639093
CTE,C2,13,8/12/2021,2021,8,EV-2,AF,0.084528882
CTE,C2,13,8/12/2021,2021,8,EV-4,AF,0.046657063
CTE,C2,13,8/12/2021,2021,8,EV0,AF,0.195416225
CTE,C2,16,8/9/2021,2021,8,EV-2,AF,0.03879613
CTE,C2,16,8/9/2021,2021,8,EV-4,AF,0.018879463
CTE,C2,16,8/9/2021,2021,8,EV0,AF,0.129182698
CTE,C2,4,8/12/2021,2021,8,EV-2,M,0.118399517
CTE,C2,4,8/12/2021,2021,8,EV-4,M,0.057215192
CTE,C2,4,8/12/2021,2021,8,EV0,M,0.296845189
CTE,C2,m,8/12/2021,2021,8,EV-2,AF,0.155926256
CTE,C2,m,8/12/2021,2021,8,EV-4,AF,0.086775942
CTE,C2,m,8/12/2021,2021,8,EV0,AF,0.393892084
CTE,C2,s1,8/12/2021,2021,8,EV-2,M,0.159432529
CTE,C2,s1,8/12/2021,2021,8,EV-4,M,0.087563274
CTE,C2,s1,8/12/2021,2021,8,EV0,M,0.398557649
CTE,C2,s2,8/12/2021,2021,8,EV-2,AF,0.12259598
CTE,C2,s2,8/12/2021,2021,8,EV-4,AF,0.077759799
CTE,C2,s2,8/12/2021,2021,8,EV0,AF,0.18803275
CTE,C2,s3,8/9/2021,2021,8,EV-2,AF,0.07368066
CTE,C2,s3,8/9/2021,2021,8,EV-4,AF,0.037835959
CTE,C2,s3,8/9/2021,2021,8,EV0,AF,0.205666164
CTE,C2,s4,8/12/2021,2021,8,EV-2,AF,0.072413305
CTE,C2,s4,8/12/2021,2021,8,EV-4,AF,0.036589923
CTE,C2,s4,8/12/2021,2021,8,EV0,AF,0.249652206
CTE,C2,s5,8/9/2021,2021,8,EV-2,AF,0.057565276
CTE,C2,s5,8/9/2021,2021,8,EV-4,AF,0.024591068
CTE,C2,s5,8/9/2021,2021,8,EV0,AF,0.193636276
CTE,C3,1,8/9/2021,2021,8,EV-2,AF,0.056215864
CTE,C3,1,8/9/2021,2021,8,EV-4,AF,0.026039256
CTE,C3,1,8/9/2021,2021,8,EV0,AF,0.169675542
CTE,C3,13,8/9/2021,2021,8,EV-2,AF,0.094752104
CTE,C3,13,8/9/2021,2021,8,EV-4,AF,0.046146203
CTE,C3,13,8/9/2021,2021,8,EV0,AF,0.200428546
CTE,C3,16,8/9/2021,2021,8,EV-2,AF,0.074750241
CTE,C3,16,8/9/2021,2021,8,EV-4,AF,0.022121109
CTE,C3,16,8/9/2021,2021,8,EV0,AF,0.256063436
CTE,C3,4,8/9/2021,2021,8,EV-2,AF,0.121562477
CTE,C3,4,8/9/2021,2021,8,EV-4,AF,0.063959184
CTE,C3,4,8/9/2021,2021,8,EV0,AF,0.223438662
CTE,C3,m,8/9/2021,2021,8,EV-2,AF,0.080630722
CTE,C3,m,8/9/2021,2021,8,EV-4,AF,0.045953344
CTE,C3,m,8/9/2021,2021,8,EV0,AF,0.151116268
CTE,C3,s1,8/9/2021,2021,8,EV-2,AF,0.069493591
CTE,C3,s1,8/9/2021,2021,8,EV-4,AF,0.036820065
CTE,C3,s1,8/9/2021,2021,8,EV0,AF,0.15430582
CTE,C3,s2,8/9/2021,2021,8,EV-2,M,0.097230922
CTE,C3,s2,8/9/2021,2021,8,EV-4,M,0.045931093
CTE,C3,s2,8/9/2021,2021,8,EV0,M,0.45561694
CTE,C3,s3,8/9/2021,2021,8,EV-2,AF,0.094623937
CTE,C3,s3,8/9/2021,2021,8,EV-4,AF,0.064616869
CTE,C3,s3,8/9/2021,2021,8,EV0,AF,0.143021771
CTE,C3,s4,8/9/2021,2021,8,EV-2,AF,0.085588624
CTE,C3,s4,8/9/2021,2021,8,EV-4,AF,0.051603572
CTE,C3,s4,8/9/2021,2021,8,EV0,AF,0.222899307
CTE,C3,s5,8/9/2021,2021,8,EV-2,M,0.053241028
CTE,C3,s5,8/9/2021,2021,8,EV-4,M,0.028149105
CTE,C3,s5,8/9/2021,2021,8,EV0,M,0.125856238
CTE,C4,1,8/9/2021,2021,8,EV-2,AF,0.039994786
CTE,C4,1,8/9/2021,2021,8,EV-4,AF,0.017222613
CTE,C4,1,8/9/2021,2021,8,EV0,AF,0.128127548
CTE,C4,13,8/9/2021,2021,8,EV-2,AF,0.074419429
CTE,C4,13,8/9/2021,2021,8,EV-4,AF,0.04564571
CTE,C4,13,8/9/2021,2021,8,EV0,AF,0.181381436
CTE,C4,16,8/9/2021,2021,8,EV-2,AF,0.059516626
CTE,C4,16,8/9/2021,2021,8,EV-4,AF,0.019782278
CTE,C4,16,8/9/2021,2021,8,EV0,AF,0.261335673
CTE,C4,4,8/9/2021,2021,8,EV-2,M,0.158209951
CTE,C4,4,8/9/2021,2021,8,EV-4,M,0.074646649
CTE,C4,4,8/9/2021,2021,8,EV0,M,0.501603576
CTE,C4,m,8/9/2021,2021,8,EV-2,AF,0.053452487
CTE,C4,m,8/9/2021,2021,8,EV-4,AF,0.033365315
CTE,C4,m,8/9/2021,2021,8,EV0,AF,0.125810458
CTE,C4,s1,8/9/2021,2021,8,EV-2,M,0.081935017
CTE,C4,s1,8/9/2021,2021,8,EV-4,M,0.039797709
CTE,C4,s1,8/9/2021,2021,8,EV0,M,0.23761257
CTE,C4,s2,8/9/2021,2021,8,EV-2,AF,0.141461941
CTE,C4,s2,8/9/2021,2021,8,EV-4,AF,0.088831476
CTE,C4,s2,8/9/2021,2021,8,EV0,AF,0.239797894
CTE,C4,s3,8/9/2021,2021,8,EV-2,AF,0.053531418
CTE,C4,s3,8/9/2021,2021,8,EV-4,AF,0.01983243
CTE,C4,s3,8/9/2021,2021,8,EV0,AF,0.174909664
CTE,C4,s4,8/9/2021,2021,8,EV-2,AF,0.05025221
CTE,C4,s4,8/9/2021,2021,8,EV-4,AF,0.02235308
CTE,C4,s4,8/9/2021,2021,8,EV0,AF,0.205524247
CTE,C4,s5,8/9/2021,2021,8,EV-2,AF,0.062833524
CTE,C4,s5,8/9/2021,2021,8,EV-4,AF,0.03682561
CTE,C4,s5,8/9/2021,2021,8,EV0,AF,0.161412759
